sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cost,created_at,description,manufacturer,name,price,short_description,status,tax_class_id,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_incrementsuse_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_media_attribute_id,_media_lable,_media_image,image,small_image,thumbnail,special_price,features,pdfs,spectablehtml
EEEEE,,Default,simple,"Large Appliance/HOOD","Default Category",base,,"2016-10-03 05:31:19","Bosch Under Cabinet Hoods Complete Your Bosch Kitchen Suite With Matching User Interfaces and Sleek European Design (UL)(LI)(B)(/B)280 CFM Blower Included (/LI)(LI)(B)(/B)Three Power Levels (/LI)(LI)(B)(/B)Dishwasher safe aluminum mesh filters (/LI)(LI)(B)(/B)Top or Rear Venting Options (/LI)(LI)(B)(/B)Ducted or Non-ducted Options (/LI)(/UL)(P) (/P)",BOSCH,"DUH30152UC 30"" Under Cabinet Wall Hood 300 Series - Stainless Steel",389.0,"DUH30152UC 30"" Under Cabinet Wall Hood 300 Series - Stainless Steel",1,2,4,42,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FREMIPHDEXIY.PNG,http://www.specsserver.com/CACHE/FREMIPHDEXIY.PNG,http://www.specsserver.com/CACHE/FREMIPHDEXIY.PNG,http://www.specsserver.com/CACHE/FREMIPHDEXIY.PNG,http://www.specsserver.com/CACHE/FREMIPHDEXIY.PNG,"fedfghjgf","yuyulltu","Bosch Under Cabinet Hoods Complete Your Bosch Kitchen Suite With Matching User Interfaces and Sleek European Design (UL)(LI)(B)(/B)280 CFM Blower Included (/LI)(LI)(B)(/B)Three Power Levels (/LI)(LI)(B)(/B)Dishwasher safe aluminum mesh filters (/LI)(LI)(B)(/B)Top or Rear Venting Options (/LI)(LI)(B)(/B)Ducted or Non-ducted Options (/LI)(/UL)(P) (/P)","fhghgfhhghghdghf"
