sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cost,created_at,description,manufacturer,name,price,short_description,status,tax_class_id,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_incrementsuse_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_media_attribute_id,_media_lable,_media_image,image,small_image,thumbnail,special_price
DUH30152UC,,Default,simple,Large Appliance/HOOD,Default Category,base,,2016-07-08 11:04:20,Bosch Under Cabinet Hoods Complete Your Bosch Kitchen Suite With Matching User Interfaces and Sleek European Design (P) (/P),BOSCH,"DUH30152UC 30"" Under Cabinet Wall Hood 300 Series - Stainless Steel",389,"DUH30152UC 30"" Under Cabinet Wall Hood 300 Series - Stainless Steel",1,2,4,42,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRYTYGKSVGEQ.JPG,http://www.specsserver.com/CACHE/FRYTYGKSVGEQ.JPG,http://www.specsserver.com/CACHE/FRYTYGKSVGEQ.JPG,http://www.specsserver.com/CACHE/FRYTYGKSVGEQ.JPG,http://www.specsserver.com/CACHE/FRYTYGKSVGEQ.JPG,70
