sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cost,created_at,description,manufacturer,name,price,short_description,status,tax_class_id,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_incrementsuse_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_media_attribute_id,_media_lable,_media_image,image,small_image,thumbnail,special_price
EI36EC45KSArjunkanani101,,Default,simple,Large Appliance/Electric Ranges,Default Category,base,,2016-09-09 02:06:32,"(P)(B)Glide-2-Set (R) Control Panel(/B)(/P)(P)At the touch of a button adjust temperature so dishes come out perfectly.(/P)(P)(B)Flex-2-Fit (R) Elements(/B)(/P)(P)Elements adjust up to three sizes, so the element fits the cookware, not the other way around.(/P)(P)(B)Triple Element(/B)(/P)(P)An element that offers the versatility of three element sizes for ultimate flexibility, so it fits your cookware.(/P)(P)(B)Platinum Star (R) Limited Warranty(/B)(/P)(P)Our exclusive limited warranty that includes 3-year coverage on parts and one year on labor.(/P)(P)(B)Digital Preset Touch Settings(/B)(/P)(P)Up to 25 preset touch settings make adjusting heat up or down a snap.(/P)(P)(B)Perfect Over A Wall Oven(/B)(/P)(P)Mounts above a single wall oven for additional installation options.(/P)(P)(B)ADA Compliant(/B)(/P)(P)Complies with the ADA requirements as specified in the Americans with Disabilities Act.(/P)",ELECTROLUX,36'' Electric CooktopArjun,1399,36'' Electric Cooktop,1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRNBWHSKVDOH.JPG,http://www.specsserver.com/CACHE/FRNBWHSKVDOH.JPG,http://www.specsserver.com/CACHE/FRNBWHSKVDOH.JPG,http://www.specsserver.com/CACHE/FRNBWHSKVDOH.JPG,http://www.specsserver.com/CACHE/FRNBWHSKVDOH.JPG,
