sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cost,created_at,description,manufacturer,name,price,short_description,status,tax_class_id,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_incrementsuse_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_media_attribute_id,_media_lable,_media_image,image,small_image,thumbnail,special_price
810941018909,,Default,simple,Clocks,Default Category,base,39.99,4/29/2015 10:15:43 AM,7-inch TFT SCD Screen with 270 degree angle swivel display with Built-In Speakers operates on a Built In Lithium Ion Rechargeable Battery<br><br><br>Plays most Audio Video & Photo formats - 480 x 234 Pixel Resolution<br><br><br>Built In USB & SD/SDHC Memory Card,IMPECCA,IMPECCA DVP775 7 INCH SWIVEL SCREEN PORTABLE DVD PLAYER (BLUE),69.99,The IMPECCA 7 inch portable DVD player is the solution to all of your multimedia needs. Its built in card reader provides easy access to all your favorite media and a high quality LCD display will guarantee your viewing enjoyment.,1,2,4,2.7,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,DVP775B.jpg,DVP775B.jpg,DVP775B.jpg,DVP775B.jpg,DVP775B.jpg,60
